segment,region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Plastics,denmark,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05,5.905753444290796e-05
Plastics,estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plastics,finland,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05,1.4432847874920572e-05
Plastics,france,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07,7.640895955076825e-07
Plastics,germany,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07,4.42675222212168e-07
Plastics,greece,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05,2.8699031106441147e-05
Plastics,hungary,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06,4.644492235920276e-06
Plastics,iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plastics,ireland,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05,3.897524469083745e-05
Plastics,italy,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06,1.632679420955713e-06
Plastics,latvia,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814,0.0016372836063669814
Plastics,liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plastics,lithuania,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06,6.567160065901292e-06
Plastics,luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plastics,malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plastics,netherlands,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07,5.518587520072953e-07
Plastics,norway,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06,4.96687519718715e-06
Plastics,poland,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06,1.5063343859182803e-06
Plastics,portugal,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05,1.097701470411733e-05
Plastics,romania,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05,2.1264718372659588e-05
Plastics,slovakia,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06,6.339046202086529e-06
Plastics,slovenia,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014,0.0001079696691162014
Plastics,spain,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06,1.1931831900357076e-06
Plastics,sweden,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06,9.402376809463452e-06
Plastics,switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulp and Paper,austria,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07,8.592296342545385e-07
Pulp and Paper,belgium,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06,1.424257393671327e-06
Pulp and Paper,bulgaria,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05,1.4934675510259667e-05
Pulp and Paper,croatia,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05,7.251532223980872e-05
Pulp and Paper,cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulp and Paper,czechia,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06,2.0505973535345747e-06
Pulp and Paper,denmark,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05,2.7806256371177164e-05
Pulp and Paper,estonia,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05,2.81836231583291e-05
Pulp and Paper,finland,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07,6.815322558294489e-07
Pulp and Paper,france,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07,6.037587250244667e-07
Pulp and Paper,germany,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07,1.947427267653521e-07
Pulp and Paper,greece,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05,1.1917430341854609e-05
Pulp and Paper,hungary,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06,3.0092181127797705e-06
Pulp and Paper,iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulp and Paper,ireland,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05,9.112109964852447e-05
Pulp and Paper,italy,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07,2.70374280292286e-07
Pulp and Paper,latvia,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05,9.381515842061381e-05
Pulp and Paper,liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulp and Paper,lithuania,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05,3.363645280349305e-05
Pulp and Paper,luxembourg,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342,0.0001539693927605342
Pulp and Paper,malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulp and Paper,netherlands,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06,1.0925898812056877e-06
Pulp and Paper,norway,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05,1.3318484936113782e-05
Pulp and Paper,poland,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07,6.41380869297061e-07
Pulp and Paper,portugal,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06,1.1363838374124195e-06
